5888,HDSc001_paver,2019-10-24,18:34:44,,,NA,,20.9,55.8,2019-10-24 18:34:44
5889,HDSc001_paver,2019-10-24,18:34:55,,,NA,,21.3,56.9,2019-10-24 18:34:55
5890,HDSc001_paver,2019-10-24,18:35:05,,,NA,,21.2,56.0,2019-10-24 18:35:05
5891,HDSc001_paver,2019-10-24,18:35:16,,,NA,,20.5,55.5,2019-10-24 18:35:16
5892,HDSc001_paver,2019-10-24,18:35:27,,,NA,,20.5,55.5,2019-10-24 18:35:27
5893,HDSc001_paver,2019-10-24,18:35:37,,,NA,,21.1,56.3,2019-10-24 18:35:37
5894,HDSc001_paver,2019-10-24,18:35:48,,,NA,,20.8,56.2,2019-10-24 18:35:48
5895,HDSc001_paver,2019-10-24,18:35:58,,,NA,,20.7,56.9,2019-10-24 18:35:58
5896,HDSc001_paver,2019-10-24,18:36:45,,,NA,,21.2,56.9,2019-10-24 18:36:45
5897,HDSc001_paver,2019-10-24,18:36:55,,,NA,,20.8,57.1,2019-10-24 18:36:55
